car_title,car_price_highlighted,car_km,car_hand,car_fuel,car_engine,car_hp,car_transmission,car_drive,car_color,car_body
"Hyundai Veloster, 2011",₪ 28 000,188 000 km,4th hand,Gasoline,1.6 l,140 hp,Manual,FWD,Orange,Hatchback 4-door
"Mercedes E-Class, 2018",₪ 278 000,91 000 km,2nd hand,Gasoline,2.0 l,245 hp,Automatic,RWD,"Light Grey
                            metallic",Sedan
"Volkswagen Golf, 2011",₪ 38 000,206 000 km,2nd hand,Gasoline,1.4 l,160 hp,Robotic,FWD,"White
                            metallic",Hatchback 5-door
"Ford Focus, 2013",₪ 15 500,172 500 km,3rd hand,Gasoline,1.6 l,125 hp,Robotic,FWD,White,Estate 5-door
"Kia Ceed, 2018",₪ 65 000,77 000 km,2nd hand,Gasoline,1.6 l,130 hp,Automatic,FWD,"Black
                            metallic",Estate 5-door
"Audi A3, 2010",₪ 60 000,160 000 km,4th hand,Gasoline,2.0 l,200 hp,Robotic,4x4,Black,Hatchback 5-door
"Tesla Model 3, 2021",₪ 230 000,20 000 km,1st hand,Electro,,258 hp,Automatic,RWD,"White
                            metallic",Sedan
"SEAT Leon, 2015",₪ 73 000,100 000 km,4th hand,Diesel,2.0 l,184 hp,Manual,FWD,White,Hatchback 3-door
"BMW 5 series, 2000",₪ 29 000,240 000 km,4th hand,Gasoline,3.5 l,245 hp,Automatic,RWD,"Silver
                            metallic",Sedan
"Citroen C5 Aircross, 2022",₪ 124 900,35 000 km,2nd hand,Gasoline,1.6 l,180 hp,Automatic,FWD,Black,SUV 5-doors
"Subaru XV, 2022",₪ 129 900,18 485 km,2nd hand,Gasoline,2.0 l,152 hp,Variable,4x4,White,SUV 5-doors
"Mercedes AMG GT, 2022",₪ 635 000,29 000 km,2nd hand,Gasoline,3.0 l,367 hp,Robotic,RWD,White,Liftback
"BMW 3 series, 2022",₪ 289 900,45 000 km,1st hand,Plug-in Hybrid,2.0 l,292 hp,Automatic,RWD,White,Sedan
"Mercedes EQB, 2024",₪ 318 000,8 000 km,1st hand,Electro,,190 hp,Automatic,FWD,Black,SUV 5-doors
"Ford F-150, 2021",₪ 499 900,24 000 km,2nd hand,Gasoline,3.5 l,375 hp,Automatic,4x4,Blue,Pickup double-cab
"Audi Q4 e-tron, 2024",₪ 299 900,3 000 km,1st hand,Electro,,170 hp,Automatic,RWD,Black,SUV 5-doors
"Peugeot 3008, 2018",₪ 79 900,129 000 km,1st hand,Diesel,1.6 l,120 hp,Automatic,FWD,Grey,SUV 5-doors
"Nissan X-Trail, 2021",₪ 124 900,33 538 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,Black,SUV 5-doors
"Chevrolet Equinox, 2018",₪ 59 900,160 000 km,1st hand,Gasoline,1.5 l,170 hp,Automatic,FWD,Silver,SUV 5-doors
"Jaguar E-Pace, 2020",₪ 139 900,85 500 km,1st hand,Gasoline,2.0 l,250 hp,Automatic,4x4,White,SUV 5-doors
"Nissan Maxima, 2021",₪ 124 900,92 000 km,1st hand,Gasoline,3.5 l,300 hp,Variable,FWD,Black,Sedan
"Jeep Grand Cherokee, 2015",₪ 109 900,140 000 km,3rd hand,Gasoline,3.6 l,286 hp,Automatic,4x4,Grey,SUV 5-doors
"Mercedes C-Class, 2023",₪ 359 900,2 387 km,1st hand,Gasoline,2.0 l,258 hp,Automatic,4x4,Silver,Sedan
"Mazda 3, 2018",₪ 69 900,95 441 km,3rd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,White,Sedan
"Renault Megane, 2016",₪ 29 900,225 000 km,2nd hand,Diesel,1.5 l,110 hp,Robotic,FWD,White,Estate 5-door
"Mercedes E-Class, 2019",₪ 229 900,86 000 km,3rd hand,Plug-in Hybrid,2.0 l,286 hp,Automatic,RWD,Black,Sedan
"Skoda Superb, 2019",₪ 104 900,106 000 km,3rd hand,Gasoline,1.4 l,150 hp,Robotic,FWD,Silver,Liftback
"BMW 4 series, 2022",₪ 343 000,49 800 km,1st hand,Gasoline,3.0 l,374 hp,Automatic,4x4,Grey,Coupe
"Genesis G70, 2023",₪ 220 000,7 130 km,1st hand,Gasoline,2.0 l,245 hp,Automatic,RWD,White,Sedan
"Jaguar XF, 2016",₪ 79 900,126 940 km,2nd hand,Gasoline,2.0 l,240 hp,Automatic,RWD,Blue,Sedan
"Mercedes GLA, 2022",₪ 229 900,7 554 km,1st hand,Gasoline,1.3 l,136 hp,Robotic,FWD,Black,SUV 5-doors
"Mercedes CLA AMG, 2024",₪ 498 000,15 km,1st hand,Gasoline,2.0 l,306 hp,Robotic,4x4,White,Sedan
"Infiniti QX50, 2022",₪ 199 000,71 971 km,1st hand,Gasoline,2.0 l,268 hp,Variable,FWD,White,SUV 5-doors
"Fiat Tipo, 2016",₪ 26 000,135 000 km,3rd hand,Gasoline,1.6 l,110 hp,Automatic,FWD,Silver,Sedan
"BMW 7 series, 2011",₪ 54 900,210 000 km,4th hand,Gasoline,3.0 l,326 hp,Automatic,RWD,Black,Sedan
"Ferrari Portofino, 2023",₪ 1 599 000,9 500 km,1st hand,Gasoline,3.9 l,620 hp,Robotic,RWD,Green,Cabrio
"Skoda Octavia RS, 2024",₪ 279 900,10 km,1st hand,Plug-in Hybrid,1.4 l,245 hp,Robotic,FWD,Black,Liftback
"Nissan Qashqai, 2019",₪ 104 900,49 500 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,White,SUV 5-doors
"Jeep Wrangler, 2021",₪ 249 900,41 000 km,2nd hand,Gasoline,2.0 l,272 hp,Automatic,4x4,Green,SUV 3-doors
"Hyundai Tucson, 2016",₪ 69 900,157 557 km,1st hand,Gasoline,2.0 l,155 hp,Robotic,FWD,Beige,SUV 5-doors
"Chevrolet Trax, 2024",₪ 148 000,7 000 km,1st hand,Gasoline,1.2 l,139 hp,Automatic,FWD,Grey,SUV 5-doors
"Mercedes AMG GT, 2019",₪ 715 000,49 000 km,3rd hand,Gasoline,4.0 l,639 hp,Robotic,4x4,White,Liftback
"Peugeot 5008, 2015",₪ 24 900,189 000 km,2nd hand,Gasoline,1.6 l,156 hp,Automatic,FWD,Black,Minivan
"Porsche Macan, 2015",₪ 164 900,125 000 km,4th hand,Gasoline,3.0 l,340 hp,Robotic,4x4,White,SUV 5-doors
"BMW 5 series, 2019",₪ 265 000,124 000 km,2nd hand,Gasoline,3.0 l,340 hp,Automatic,RWD,White,Sedan
"Lexus RX, 2014",₪ 74 900,499 999 km,2nd hand,Hybrid,3.5 l,249 hp,Variable,4x4,White,SUV 5-doors
"Nissan X-Trail, 2020",₪ 109 900,63 144 km,1st hand,Diesel,1.7 l,150 hp,Automatic,FWD,White,SUV 5-doors
"Mercedes S-Class, 2021",₪ 675 000,29 000 km,3rd hand,Diesel,2.9 l,286 hp,Automatic,RWD,Black,Sedan
"Alfa Romeo Giulietta, 2017",₪ 54 900,141 625 km,1st hand,Gasoline,1.4 l,170 hp,Robotic,FWD,White,Hatchback 5-door
"Opel Crossland X, 2022",₪ 74 900,65 010 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,SUV 5-doors
"BMW X6, 2018",₪ 305 000,68 000 km,3rd hand,Diesel,3.0 l,381 hp,Automatic,4x4,White,SUV 5-doors
"Audi Q4 e-tron, 2024",₪ 307 000,1 100 km,1st hand,Electro,,204 hp,Automatic,RWD,Black,SUV 5-doors
"SEAT Ibiza, 2016",₪ 39 900,210 000 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,White,Mini 5-doors
"Jeep Wrangler, 2019",₪ 239 900,91 235 km,4th hand,Gasoline,2.0 l,272 hp,Automatic,4x4,Black,SUV 3-doors
"Mercedes GLA, 2022",₪ 225 000,80 500 km,2nd hand,Gasoline,1.3 l,163 hp,Robotic,FWD,Black,SUV 5-doors
"Peugeot 308, 2008",₪ 9 900,171 000 km,4th hand,Gasoline,1.6 l,140 hp,Automatic,FWD,Light Grey,Hatchback 5-door
"Mazda CX-5, 2017",₪ 74 900,101 830 km,2nd hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Black,SUV 5-doors
"Chevrolet Malibu, 2018",₪ 76 000,64 000 km,1st hand,Gasoline,1.5 l,160 hp,Automatic,FWD,Black,Sedan
"Lexus LS, 2018",₪ 339 900,84 405 km,2nd hand,Gasoline,3.4 l,417 hp,Automatic,4x4,White,Sedan
"Hyundai Santa Fe, 2012",₪ 44 900,340 959 km,3rd hand,Diesel,2.2 l,197 hp,Automatic,4x4,Black,SUV 5-doors
"Mercedes C-Class, 2023",₪ 369 000,2 700 km,1st hand,Gasoline,2.0 l,258 hp,Automatic,RWD,Silver,Coupe
"Citroen C4 SpaceTourer, 2022",₪ 119 900,66 476 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,Compact Van
"Chrysler 300C, 2013",₪ 49 900,179 000 km,4th hand,Gasoline,3.6 l,282 hp,Automatic,RWD,Black,Sedan
"Cupra Formentor, 2023",₪ 259 900,10 km,1st hand,Plug-in Hybrid,1.4 l,245 hp,Automatic,FWD,White,SUV 5-doors
"Mitsubishi Eclipse Cross, 2022",₪ 120 000,36 000 km,1st hand,Gasoline,1.5 l,150 hp,Variable,FWD,Silver,SUV 5-doors
"Chevrolet Traverse, 2021",₪ 179 900,108 000 km,1st hand,Gasoline,3.6 l,318 hp,Automatic,4x4,Black,SUV 5-doors
"Skoda Kodiaq, 2018",₪ 125 000,121 000 km,2nd hand,Gasoline,2.0 l,180 hp,Robotic,4x4,Silver,SUV 5-doors
"Cadillac XT4, 2022",₪ 194 000,53 000 km,2nd hand,Gasoline,2.0 l,237 hp,Automatic,FWD,Grey,SUV 5-doors
"Volvo S90, 2020",₪ 159 900,74 611 km,1st hand,Gasoline,2.0 l,250 hp,Automatic,FWD,White,Sedan
"Chevrolet Blazer, 2022",₪ 177 000,30 000 km,2nd hand,Gasoline,3.6 l,305 hp,Automatic,4x4,Grey,SUV 5-doors
"Mercedes GLE Coupe AMG, 2022",₪ 618 000,37 000 km,2nd hand,Gasoline,3.0 l,435 hp,Automatic,4x4,White,SUV Coupe
"Audi Q7, 2018",₪ 228 000,150 000 km,1st hand,Plug-in Hybrid,3.0 l,374 hp,Automatic,4x4,White,SUV 5-doors
"Mercedes GLC, 2023",₪ 499 900,5 200 km,1st hand,Gasoline,2.0 l,258 hp,Automatic,4x4,White,SUV 5-doors
"BMW 3 series, 2023",₪ 233 000,127 km,1st hand,Gasoline,2.0 l,156 hp,Automatic,RWD,Black,Sedan
"Jaguar I-Pace, 2019",₪ 239 900,75 745 km,1st hand,Electro,,400 hp,Automatic,4x4,Black,SUV Coupe
"Hyundai Sonata, 2021",₪ 139 900,124 000 km,1st hand,Hybrid,2.0 l,192 hp,Automatic,FWD,Silver,Sedan
"Mercedes SL-Class, 2013",₪ 210 000,120 000 km,4th hand,Gasoline,3.5 l,306 hp,Automatic,RWD,Silver,Roadster
"Alfa Romeo Giulietta, 2018",₪ 64 900,139 000 km,2nd hand,Gasoline,1.4 l,170 hp,Robotic,FWD,Grey,Hatchback 5-door
"Jaguar F-Pace, 2018",₪ 149 900,100 000 km,2nd hand,Gasoline,2.0 l,250 hp,Automatic,4x4,Black,SUV 5-doors
"Mercedes EQA, 2024",₪ 385 000,2 200 km,1st hand,Electro,,188 hp,Automatic,FWD,Black,SUV 5-doors
"Skoda Octavia, 2019",₪ 64 900,144 000 km,2nd hand,Gasoline,1.0 l,115 hp,Robotic,FWD,Silver,Liftback
"Nissan Qashqai, 2017",₪ 49 900,130 000 km,1st hand,Diesel,1.6 l,130 hp,Variable,FWD,White,SUV 5-doors
"Mercedes CLA, 2024",₪ 329 900,17 km,1st hand,Plug-in Hybrid,1.3 l,218 hp,Robotic,FWD,White,Sedan
"Mercedes M-Class, 2011",₪ 64 900,139 850 km,2nd hand,Gasoline,3.5 l,272 hp,Automatic,4x4,White,SUV 5-doors
"Mercedes SL-Class AMG, 2024",₪ 1 175 000,28 km,1st hand,Gasoline,2.0 l,381 hp,Automatic,RWD,White,Roadster
"Audi Q5, 2014",₪ 59 900,141 954 km,4th hand,Gasoline,2.0 l,225 hp,Automatic,4x4,White,SUV 5-doors
"Volkswagen Passat CC, 2013",₪ 29 900,223 000 km,4th hand,Gasoline,1.8 l,160 hp,Robotic,FWD,Black,Fastback
"Lexus UX, 2021",₪ 175 000,42 000 km,2nd hand,Electro,,204 hp,Automatic,FWD,Blue,SUV 5-doors
"Mercedes EQB, 2024",₪ 455 000,3 100 km,1st hand,Electro,,228 hp,Automatic,4x4,Black,SUV 5-doors
"Jeep Wrangler, 2020",₪ 264 900,53 904 km,3rd hand,Gasoline,2.0 l,272 hp,Automatic,4x4,White,SUV 5-doors
"Mercedes EQS, 2023",₪ 975 000,17 km,1st hand,Electro,,523 hp,Automatic,4x4,Grey,Liftback
"Mercedes G-Class, 2022",₪ 999 500,65 000 km,1st hand,Gasoline,4.0 l,422 hp,Automatic,4x4,Grey,SUV 5-doors
"Hyundai IONIQ, 2017",₪ 74 900,130 900 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Grey,Hatchback 5-door
"Isuzu D-Max, 2013",₪ 85 000,370 397 km,3rd hand,Diesel,2.5 l,163 hp,Automatic,4x4,Beige,Pickup double-cab
"Skoda Superb, 2021",₪ 199 900,21 110 km,1st hand,Plug-in Hybrid,1.4 l,156 hp,Robotic,FWD,Black,Liftback
"Skoda Superb, 2016",₪ 59 900,189 073 km,1st hand,Gasoline,1.8 l,180 hp,Robotic,FWD,Brown,Liftback
"Chevrolet Equinox, 2021",₪ 114 900,50 500 km,2nd hand,Gasoline,1.5 l,170 hp,Automatic,FWD,White,SUV 5-doors
"Mercedes GLC Coupe, 2022",₪ 369 900,22 000 km,3rd hand,Gasoline,2.0 l,197 hp,Automatic,4x4,Black,SUV Coupe
"Land Rover Range Rover Evoque, 2021",₪ 242 900,40 000 km,2nd hand,Gasoline,2.0 l,200 hp,Automatic,4x4,Black,SUV 5-doors
"Opel Mokka, 2022",₪ 125 000,48 000 km,2nd hand,Electro,,136 hp,Automatic,FWD,White,SUV 5-doors
"Nissan Qashqai, 2019",₪ 94 900,64 000 km,2nd hand,Gasoline,1.2 l,115 hp,Variable,FWD,Black,SUV 5-doors
"Nissan Juke, 2013",₪ 26 500,143 000 km,4th hand,Gasoline,1.6 l,117 hp,Variable,FWD,White,SUV 5-doors
"Mercedes C-Class, 2024",₪ 488 000,17 km,1st hand,Plug-in Hybrid,2.0 l,313 hp,Automatic,RWD,Black,Sedan
"Skywell ET5, 2022",₪ 151 900,58 000 km,2nd hand,Electro,,204 hp,Automatic,FWD,Grey,SUV 5-doors
"Jeep Grand Cherokee, 2018",₪ 159 900,175 000 km,3rd hand,Gasoline,3.6 l,286 hp,Automatic,4x4,White,SUV 5-doors
"Honda CR-V, 2013",₪ 49 900,178 580 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,4x4,Beige,SUV 5-doors
"DS 7 Crossback, 2021",₪ 139 900,94 062 km,1st hand,Diesel,2.0 l,180 hp,Automatic,FWD,White,SUV 5-doors
"Lexus RX, 2010",₪ 49 900,264 970 km,1st hand,Gasoline,3.5 l,277 hp,Automatic,4x4,Black,SUV 5-doors
"Hyundai IONIQ, 2020",₪ 105 000,125 000 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Silver,Hatchback 5-door
"Renault Megane, 2019",₪ 69 900,121 484 km,2nd hand,Diesel,1.5 l,116 hp,Robotic,FWD,Grey,Sedan
"Nissan X-Trail, 2018",₪ 99 000,150 000 km,3rd hand,Diesel,1.6 l,130 hp,Variable,FWD,Black,SUV 5-doors
"Nissan Qashqai, 2013",₪ 29 900,191 000 km,3rd hand,Gasoline,2.0 l,140 hp,Variable,FWD,Black,SUV 5-doors
"Abarth 500, 2016",₪ 69 900,75 000 km,4th hand,Gasoline,1.4 l,160 hp,Robotic,FWD,Light blue,Cabrio
"BMW X4, 2016",₪ 129 900,145 000 km,3rd hand,Gasoline,2.0 l,245 hp,Automatic,4x4,White,SUV 5-doors
"Alfa Romeo Stelvio, 2018",₪ 142 000,58 482 km,3rd hand,Gasoline,2.0 l,200 hp,Automatic,4x4,White,SUV 5-doors
"BMW X3, 2024",₪ 395 000,15 km,1st hand,Plug-in Hybrid,2.0 l,292 hp,Automatic,4x4,Black,SUV 5-doors
"Subaru XV, 2014",₪ 39 900,217 806 km,1st hand,Gasoline,1.6 l,114 hp,Variable,4x4,Grey,SUV 5-doors
"Dacia Spring, 2023",₪ 94 900,90 km,1st hand,Electro,,45 hp,Automatic,FWD,White,SUV 5-doors
"Cupra Formentor, 2023",₪ 259 900,3 300 km,1st hand,Plug-in Hybrid,1.4 l,245 hp,Automatic,FWD,White,SUV 5-doors
"Audi Q5, 2016",₪ 94 900,120 895 km,1st hand,Gasoline,2.0 l,230 hp,Automatic,4x4,White,SUV 5-doors
"Maserati Grecale, 2023",₪ 450 000,12 703 km,1st hand,Gasoline,2.0 l,300 hp,Automatic,4x4,Blue,SUV 5-doors
"Hongqi E-HS9, 2023",₪ 348 000,17 500 km,2nd hand,Electro,,551 hp,Automatic,4x4,Black,SUV 5-doors
"Chevrolet Malibu, 2019",₪ 84 900,93 000 km,2nd hand,Gasoline,1.5 l,160 hp,Variable,FWD,White,Sedan
"Land Rover Range Rover Sport, 2016",₪ 209 900,158 000 km,4th hand,Diesel,3.0 l,258 hp,Automatic,4x4,Grey,SUV 5-doors
"Mitsubishi Outlander, 2018",₪ 94 900,105 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,Brown,SUV 5-doors
"BMW 5 series, 2017",₪ 109 900,144 155 km,2nd hand,Gasoline,2.0 l,184 hp,Automatic,RWD,Black,Sedan
"Nissan X-Trail, 2017",₪ 89 900,90 950 km,1st hand,Diesel,1.6 l,130 hp,Variable,FWD,White,SUV 5-doors
"Mercedes GLE, 2023",₪ 515 000,35 000 km,2nd hand,Diesel,2.9 l,272 hp,Automatic,4x4,White,SUV 5-doors
"Fiat 500, 2022",₪ 127 900,13 000 km,2nd hand,Electro,,118 hp,Automatic,FWD,Green,Cabrio
"Audi S3, 2023",₪ 278 000,7 750 km,1st hand,Gasoline,2.0 l,310 hp,Automatic,4x4,Blue,Hatchback 5-door
"Alfa Romeo Giulietta, 2017",₪ 59 900,111 000 km,2nd hand,Gasoline,1.4 l,170 hp,Robotic,FWD,White,Hatchback 5-door
"Chery Tiggo 7 Pro, 2023",₪ 132 000,12 283 km,1st hand,Gasoline,1.6 l,186 hp,Robotic,FWD,Black,SUV 5-doors
"Mercedes C-Class AMG, 2017",₪ 199 900,125 000 km,4th hand,Gasoline,3.0 l,367 hp,Automatic,4x4,Blue,Sedan
"Chevrolet Blazer, 2021",₪ 177 900,51 510 km,2nd hand,Gasoline,2.0 l,230 hp,Automatic,4x4,Silver,SUV 5-doors
"MG EHS, 2022",₪ 127 900,60 000 km,1st hand,Plug-in Hybrid,1.5 l,258 hp,Automatic,FWD,White,SUV 5-doors
"Volvo S60, 2021",₪ 135 000,108 000 km,1st hand,Gasoline,2.0 l,190 hp,Automatic,FWD,White,Sedan
"MG ZS, 2023",₪ 135 900,11 000 km,1st hand,Electro,,156 hp,Automatic,FWD,White,SUV 5-doors
"Citroen C3, 2018",₪ 56 900,38 128 km,1st hand,Gasoline,1.2 l,110 hp,Automatic,FWD,Blue,Mini 5-doors
"Opel Mokka, 2022",₪ 112 900,70 497 km,1st hand,Electro,,136 hp,Automatic,FWD,Silver,SUV 5-doors
"Seres 3 EV, 2023",₪ 117 700,22 900 km,2nd hand,Electro,,163 hp,Automatic,FWD,Black,SUV 5-doors
"Toyota Corolla, 2019",₪ 93 800,101 438 km,2nd hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"Citroen C5 Aircross, 2021",₪ 75 900,110 300 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Citroen C3 Aircross, 2019",₪ 59 500,116 235 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Toyota Corolla, 2020",₪ 114 500,51 438 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,Blue,Sedan
"Peugeot 2008, 2020",₪ 82 900,78 090 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Kia Niro, 2019",₪ 108 800,58 000 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Light blue,SUV 5-doors
"Kia Sportage, 2022",₪ 199 900,39 173 km,1st hand,Plug-in Hybrid,1.6 l,265 hp,Automatic,4x4,White,SUV 5-doors
"Peugeot 5008, 2020",₪ 89 900,113 866 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"Kia Picanto, 2018",₪ 64 500,64 000 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,White,Mini 5-doors
"Mitsubishi ASX, 2021",₪ 96 300,68 000 km,2nd hand,Gasoline,2.0 l,150 hp,Variable,FWD,White,SUV 5-doors
"Kia Picanto, 2014",₪ 36 500,110 000 km,1st hand,Gasoline,1.2 l,85 hp,Automatic,FWD,Pink,Mini 5-doors
"Peugeot 208, 2018",₪ 45 200,49 171 km,2nd hand,Gasoline,1.2 l,110 hp,Automatic,FWD,White,Mini 5-doors
"Kia Sportage, 2018",₪ 79 900,111 000 km,2nd hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Silver,SUV 5-doors
"Toyota C-HR, 2020",₪ 116 500,86 000 km,2nd hand,Hybrid,1.8 l,122 hp,Automatic,FWD,Grey,SUV 5-doors
"Peugeot 208, 2022",₪ 96 700,34 709 km,1st hand,Electro,,136 hp,Automatic,FWD,White,Mini 5-doors
"Kia Picanto, 2023",₪ 74 500,40 070 km,2nd hand,Gasoline,1.0 l,67 hp,Manual,FWD,White,Mini 5-doors
"Opel Mokka, 2022",₪ 114 600,36 325 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Silver,SUV 5-doors
"Kia Sportage, 2020",₪ 89 600,95 000 km,2nd hand,Diesel,1.6 l,136 hp,Robotic,FWD,White,SUV 5-doors
"Kia Niro, 2019",₪ 99 900,78 219 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Blue,SUV 5-doors
"MG ZS, 2020",₪ 95 500,76 766 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Nissan Qashqai, 2017",₪ 64 500,118 339 km,1st hand,Diesel,1.6 l,130 hp,Variable,FWD,Black,SUV 5-doors
"Mitsubishi ASX, 2023",₪ 102 900,23 100 km,1st hand,Gasoline,2.0 l,150 hp,Variable,FWD,Grey,SUV 5-doors
"Kia Picanto, 2021",₪ 74 900,62 943 km,1st hand,Gasoline,1.2 l,84 hp,Robotic,FWD,White,Mini 5-doors
"Opel Adam, 2015",₪ 39 600,81 810 km,1st hand,Gasoline,1.4 l,85 hp,Automatic,FWD,Beige,Mini 3-doors
"Kia Niro, 2020",₪ 89 900,133 000 km,2nd hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,SUV 5-doors
"Peugeot 3008, 2018",₪ 76 200,128 335 km,2nd hand,Diesel,1.6 l,120 hp,Automatic,FWD,Grey,SUV 5-doors
"Hyundai Kona, 2021",₪ 97 700,66 252 km,1st hand,Gasoline,1.6 l,198 hp,Robotic,FWD,Grey,SUV 5-doors
"Kia Sportage, 2018",₪ 91 200,94 871 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,Silver,SUV 5-doors
"Kia Sportage, 2020",₪ 111 600,75 144 km,1st hand,Gasoline,1.6 l,177 hp,Robotic,FWD,White,SUV 5-doors
"Volkswagen Tiguan, 2020",₪ 128 500,107 000 km,1st hand,Gasoline,2.0 l,190 hp,Robotic,4x4,White,SUV 5-doors
"Mazda CX-30, 2021",₪ 117 500,65 200 km,1st hand,Gasoline,2.0 l,165 hp,Automatic,FWD,Black,SUV 5-doors
"Kia Picanto, 2021",₪ 75 200,25 850 km,2nd hand,Gasoline,1.2 l,84 hp,Robotic,FWD,Silver,Mini 5-doors
"Kia Picanto, 2019",₪ 70 500,79 466 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Black,Mini 5-doors
"MG ZS, 2021",₪ 89 400,73 362 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Kia Seltos, 2023",₪ 141 900,8 304 km,1st hand,Gasoline,2.0 l,149 hp,Automatic,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 105 500,44 331 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Peugeot 3008, 2020",₪ 101 800,57 990 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Black,SUV 5-doors
"SEAT Arona, 2020",₪ 70 700,89 537 km,2nd hand,Gasoline,1.0 l,110 hp,Robotic,FWD,White,SUV 5-doors
"MG ZS, 2021",₪ 79 900,100 206 km,1st hand,Electro,,143 hp,Automatic,FWD,White,SUV 5-doors
"Kia Niro, 2020",₪ 120 700,65 104 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,White,SUV 5-doors
"Peugeot 5008, 2019",₪ 108 500,58 500 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Kia Sportage, 2021",₪ 119 500,52 890 km,1st hand,Gasoline,2.0 l,155 hp,Automatic,FWD,White,SUV 5-doors
"Hyundai Accent, 2020",₪ 67 400,102 935 km,1st hand,Gasoline,1.4 l,123 hp,Automatic,FWD,Silver,Sedan
"Kia Picanto, 2019",₪ 69 300,87 809 km,1st hand,Gasoline,1.2 l,84 hp,Automatic,FWD,White,Mini 5-doors
"Hyundai IONIQ, 2021",₪ 97 400,121 443 km,1st hand,Hybrid,1.6 l,141 hp,Robotic,FWD,Blue,Hatchback 5-door
"Toyota Corolla, 2021",₪ 126 300,65 214 km,1st hand,Hybrid,1.8 l,121 hp,Variable,FWD,White,Sedan
"Kia Picanto, 2019",₪ 58 100,114 990 km,2nd hand,Gasoline,1.2 l,84 hp,Automatic,FWD,Black,Mini 5-doors
"Peugeot 3008, 2019",₪ 75 900,52 759 km,2nd hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"Peugeot 3008, 2020",₪ 104 900,26 202 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,Grey,SUV 5-doors
"SEAT Ibiza, 2023",₪ 100 400,17 800 km,1st hand,Gasoline,1.0 l,110 hp,Robotic,FWD,Silver,Mini 5-doors
"Peugeot 2008, 2021",₪ 99 700,29 000 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,White,SUV 5-doors
"Renault Captur, 2021",₪ 102 900,50 622 km,1st hand,Gasoline,1.3 l,154 hp,Robotic,FWD,Orange,SUV 5-doors
"Hyundai i20, 2019",₪ 68 500,78 800 km,2nd hand,Gasoline,1.0 l,100 hp,Robotic,FWD,Silver,Mini 5-doors
"Citroen C4 SpaceTourer, 2021",₪ 72 900,89 584 km,1st hand,Gasoline,1.2 l,130 hp,Automatic,FWD,White,Compact Van
"Nissan X-Trail, 2021",₪ 110 700,36 000 km,1st hand,Gasoline,1.3 l,160 hp,Robotic,FWD,Grey,SUV 5-doors
"Nissan Sentra, 2022",₪ 89 900,75 480 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,Silver,Sedan
"Nissan Sentra, 2022",₪ 90 500,61 260 km,1st hand,Gasoline,2.0 l,149 hp,Variable,FWD,White,Sedan
"Peugeot 3008, 2021",₪ 127 400,32 310 km,1st hand,Diesel,1.5 l,130 hp,Automatic,FWD,Blue,SUV 5-doors
"Skoda Kodiaq, 2020",₪ 128 500,64 000 km,1st hand,Gasoline,1.5 l,150 hp,Robotic,FWD,Silver,SUV 5-doors
